Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits,Inspect TypeA,Inspect TypeB,Other TypeA,Other TypeB,Complaint Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622272,KIDZ WORLD LEARNING CENTER- PS,"CREATIVE MINDS LEARNING ACADEMY, LLC","URAIZEE, SAJEDA",(510) 676-0203,2800 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,58,CLOSED,,3/29/2018,2/22/2018,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620263,KINDER WORLD,KINDER WORLD INC.,"BREEDING, MARY",(916) 422-5437,6400 FREEPORT BLVD,SACRAMENTO,CA,95822,SACRAMENTO,3,48,CLOSED,10/29/2014,12/31/2014,10/23/2014,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340310774,KINDER WORLD,"KINDER WORLD, INC.","BREEDING, MARY",(916) 422-5437,6565 BELLEAU WOOD LANE,SACRAMENTO,CA,95822,SACRAMENTO,3,88,LICENSED,2/27/1988,,4/24/2019,1,15,11,27,2,2,3,0,5/8/2019,0,1,0,0,0,11/5/2014,2,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343602980,KINDERCARE LEARNING CENTER - BRUCEVILLE (PS),KINDERCARE LEARNING CENTERS LLC,ALYSSA DIPIPPO,(916) 684-4040,9394 BRUCEVILLE ROAD,ELK GROVE,CA,95758,SACRAMENTO,53,84,LICENSED,1/20/1998,,1/15/2019,4,4,1,9,1,0,1,0,1/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616877,KINDERCARE LEARNING CENTER - CAPITOL CITY (PS),KINDERCARE EDUCATION AT WORK LLC,"MORITZ, ASHLEY",(916) 444-0029,744 P STREET,SACRAMENTO,CA,95814,SACRAMENTO,3,40,LICENSED,9/30/2011,,10/6/2017,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615313,KINDERCARE LEARNING CENTER - ELK GROVE FLORIN (PS),KNOWLEDGE UNIVERSE EDUCATION LLC,"CHAVEZ, ANGELA",(916) 714-2772,9250 ELK GROVE FLORIN ROAD,ELK GROVE,CA,95624,SACRAMENTO,53,104,LICENSED,8/14/2008,,7/6/2018,3,0,1,4,1,0,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343602991,KINDERCARE LEARNING CENTER - LEXINGTON (PS),KINDERCARE LEARNING CENTERS LLC,JODY BRAUN DARONE,(916) 983-6169,295 S. LEXINGTON DRIVE,FOLSOM,CA,95630,SACRAMENTO,3,72,LICENSED,6/4/1997,,12/5/2018,4,10,2,16,1,1,1,0,12/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603016,KINDERCARE LEARNING CENTER - MACK (PRESCHOOL),KINDERCARE LEARNING CENTERS LLC,PAULA RITTER,(916) 428-1880,4920 MACK ROAD,SACRAMENTO,CA,95823,SACRAMENTO,3,68,LICENSED,8/4/1997,,5/1/2019,2,8,4,14,0,0,1,0,8/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343607712,KINDERCARE LEARNING CENTER - NATOMA (PRESCHOOL),KINDERCARE LEARNING CENTERS LLC,"MALHI, PARVEEN",(916) 353-0687,420 NATOMA STATION DR.,FOLSOM,CA,95630,SACRAMENTO,3,70,LICENSED,4/8/2002,,11/8/2018,3,2,3,8,3,0,0,2,8/17/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603011,KINDERCARE LEARNING CENTER - PEETS (PRESCHOOL),KINDERCARE LEARNING CENTERS LLC,"ROWE, NICOLE",(916) 684-9284,9150 PEETS STREET,ELK GROVE,CA,95758,SACRAMENTO,53,72,LICENSED,7/28/1997,,7/5/2018,3,5,3,11,1,0,0,1,5/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603019,KINDERCARE LEARNING CENTER - PURSLANE (PRESCHOOL),KNOWLEDGE UNIVERSE EDUCATION LLC,"DEETS, PAMELA",(916) 723-9696,6825 PURSLANE WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,92,LICENSED,5/1/1998,,7/23/2019,4,7,7,18,0,0,5,0,4/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603025,KINDERCARE LEARNING CENTER - SAN JUAN (PRESCHOOL),KINDERCARE LEARNING CENTERS LLC,"ALLRED, DAWNA",(916) 961-5599,5448 SAN JUAN AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,92,LICENSED,7/29/1997,,5/10/2019,4,9,5,18,0,0,0,1,5/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343602983,KINDERCARE LEARNING CENTER - VEHICLE (PRESCHOOL),KINDERCARE LEARNING CENTERS LLC,"SILVA, STEPHANIE",(916) 635-5700,2329 VEHICLE DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,92,LICENSED,5/1/1998,,3/7/2019,4,7,10,21,3,3,3,1,11/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603022,KINDERCARE LEARNING CENTER - VINTAGE PARK (PS),KINDERCARE LEARNING CENTERS LLC,"ROMERO, TIA",(916) 682-1111,8887 VINTAGE PARK,SACRAMENTO,CA,95828,SACRAMENTO,3,72,LICENSED,7/31/1997,,7/19/2019,4,1,6,11,0,2,0,1,6/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622267,KINDERWORLD LEARNING CENTER,R & RS LEARNING CENTER LLC,"SRIDHARA, RAJESWARI",(916) 422-5437,6565 BELLEAU WOOD LANE,SACRAMENTO,CA,95822,SACRAMENTO,3,88,CLOSED,,4/24/2018,,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621219,KING'S CHILDREN'S ACADEMY,KING'S CHILDREN'S ACADEMY,"KING, JOSETTE",(916) 993-6510,2635 EDISON AVENUE,SACRAMENTO,CA,95821,SACRAMENTO,3,49,LICENSED,9/27/2016,,8/23/2019,2,5,10,17,2,6,2,4,8/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620039,KINGDOM KIDS CHRISTIAN PRESCHOOL,NORTHERN CALIFORNIA CONF.OF SEVENTH-DAY ADVENTISTS,GINA WILMOT,(916) 988-4310,5810 PECAN AVE.,ORANGEVALE,CA,95662,SACRAMENTO,3,46,LICENSED,12/4/2014,,8/23/2019,2,0,3,5,0,0,0,6,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343610141,KINGSWOOD ELEMENTARY,SAN JUAN UNIFIED SCHOOL DIST. ECE CHILD DEVL. PROG,"RONDONI, CHRISTINA",(916) 867-2046,5700 PRIMROSE DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,44,LICENSED,8/23/2004,,8/7/2019,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614437,KOHLER PRESCHOOL,TWIN RIVER UNIFIED SCHOOL DISTRICT,HUA LOR,(916) 566-1850,4004 BRUCE WAY,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,72,LICENSED,8/17/2007,,8/1/2019,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614527,KREATIVE KIDS LEARNING CENTER,"KREATIVE KIDS KKLC, INC","MORGAN, VALARIE",(916) 689-3777,7020 WYNDHAM DR.,SACRAMENTO,CA,95823,SACRAMENTO,3,63,LICENSED,9/14/2007,,5/30/2019,3,1,1,5,0,1,0,0,7/4/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343612018,LA BELLA LEARNING CENTERS,LA BELLA LEARNING CENTER LLC,"TILLETT, CECILIA",(916) 965-1273,8896 N. WINDING WAY,FAIR OAKS,CA,95628,SACRAMENTO,3,60,CLOSED,7/28/2006,12/11/2015,4/14/2014,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343600873,LA PETITE ACADEMY - CITRUS HEIGHTS,"LA PETITE ACADEMY, INC.","JENKINS, JULIE",(916) 723-3094,8008 OLD AUBURN ROAD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,77,LICENSED,12/16/1994,,4/4/2019,3,4,1,8,0,0,0,1,5/3/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343600858,LA PETITE ACADEMY - FOLSOM,"LA PETITE ACADEMY, INC.",CHRIS PADILLA,(916) 983-6137,410 GLENN DRIVE,FOLSOM,CA,95630,SACRAMENTO,3,84,LICENSED,1/9/1995,,3/27/2019,2,0,1,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343600871,LA PETITE ACADEMY - RANCHO CORDOVA,"LA PETITE ACADEMY, INC.","BEATTY, MICHELLE",(916) 638-5423,11378 COLOMA ROAD,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,76,LICENSED,12/16/1994,,6/27/2018,2,1,0,3,0,1,0,0,11/30/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617310,LA PETITE CHAPERONE CORP,LA PETITE CHAPERONE CORP.,"HUTCHON, YVETTE",(916) 913-1551,2300 EDISON AVE.,SACRAMENTO,CA,95821,SACRAMENTO,3,38,LICENSED,4/4/2013,,4/4/2019,2,0,2,4,1,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343604891,LAND PARK INFANT CENTER AND PRESCHOOL,MARY J. BEARD,"BEARD, MARY J.",(916) 441-6364,5250 RIVERSIDE BLVD.,SACRAMENTO,CA,95822,SACRAMENTO,3,42,LICENSED,10/25/1999,,3/8/2017,2,0,0,2,0,5,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620503,LAND PARK MONTESSORI SCHOOL,LAND PARK MONTESSORI SCHOOL,JOSEPH CHANG,(916) 203-8859,5700 S. LAND PARK DRIVE,SACRAMENTO,CA,95822,SACRAMENTO,3,60,LICENSED,7/6/2015,,7/10/2019,2,2,4,8,0,2,1,2,12/21/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621172,"LEARNING EXPERIENCE, THE",TLE AT FOLSOM,HEATHER COLE,(916) 353-0300,1740 PRAIRIE CITY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,90,CLOSED,7/19/2016,3/31/2017,5/13/2016,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343619796,"LEARNING EXPERIENCE, THE (PS)","WINDOW BREAKER, INC.","COLE, HEATHER",(916) 353-0300,1740 PRAIRIE CITY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,86,CLOSED,4/17/2014,7/19/2016,6/17/2016,0,3,3,6,0,0,1,2,6/17/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614126,"LEARNING PATCH CHILDREN'S CENTER, THE","LEARNING PATCH CHILDREN'S CENTER, THE","TSCHOEPE. DIANA, DIRECTOR",(916) 988-5590,6035 MAIN AVE,ORANGEVALE,CA,95662,SACRAMENTO,3,45,CLOSED,11/3/2006,7/3/2017,2/27/2017,2,1,0,3,0,2,0,0,3/6/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621872,"LEARNING PATCH CHILDREN'S CTR, THE (PS)","TSCHOEPE, DIANA","TSCHOEPE, DIANA",(916) 988-5590,6045 MARGO DRIVE,ORANGEVALE,CA,95662,SACRAMENTO,3,43,LICENSED,7/3/2017,,6/13/2019,1,0,1,2,0,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616407,"LEARNING POINTE CHRISTIAN PRESCHOOL, THE",CROSSPOINTE CHURCH OF NATOMAS,"SILVA, VANESSA",(916) 419-1498,2406 DEL PASO ROAD,SACRAMENTO,CA,95834,SACRAMENTO,3,40,LICENSED,8/25/2010,,8/16/2019,0,0,10,10,0,0,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340308552,LEARNING TREE PRESCHOOL,"LEE, DEBORAH ANN","LEE, DEBORAH",(916) 393-9588,5600 GILGUNN WAY,SACRAMENTO,CA,95822,SACRAMENTO,3,60,LICENSED,8/15/1985,,8/9/2019,3,0,1,4,2,1,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343612257,"LEARNING YEARS ACADEMY, THE","MILLS, HELGA","MILLS, HELGA",(916) 635-4085,11052 NEW RIVER CIRCLE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,20,LICENSED,10/15/2007,,5/15/2018,2,2,2,6,2,5,0,1,12/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340317922,LEATAATA FLOYD PRESCHOOL,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"CLAR, RAMAN",(916) 718-7097,401 MCCLATCHY WAY,SACRAMENTO,CA,95818,SACRAMENTO,3,60,LICENSED,6/16/1992,,9/11/2018,2,0,1,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343609378,LIBERTY GARDEN,LIBERTY MINISTRIES-LIBERTY GARDEN,"MAYORGA, MARTHA",(916) 922-6442,4840 MARYSVILLE BLVD.,SACRAMENTO,CA,95838,SACRAMENTO,3,33,CLOSED,10/23/2003,6/9/2017,11/15/2016,2,3,1,6,0,0,1,0,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340314888,LICHEN HEAD START PRESCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,"SHEELY, CAROL",(916) 728-3230,8319 LICHEN DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,24,LICENSED,5/4/1992,,12/18/2018,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343609392,LIFEWAYS CENTER,RUDOLF STEINER COLLEGE,SIMONE DEMARZI,(916) 961-8727,9200 FAIR OAKS BLVD.,FAIR OAKS,CA,95628,SACRAMENTO,3,16,CLOSED,1/16/2004,11/17/2015,6/21/2013,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340315960,LIGHTHOUSE,SACRAMENTO MUNICIPAL UTILITY DISTRICT,"FORD, SANDI",(916) 732-6680,6101 S STREET,SACRAMENTO,CA,95817,SACRAMENTO,3,75,CLOSED,1/6/1992,9/9/2014,6/5/2013,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343619702,LIGHTHOUSE,"FORD, SANDRA LEE","FORD, SANDRA LEE",(916) 732-6680,6101 S STREET,SACRAMENTO,CA,95817,SACRAMENTO,3,75,LICENSED,9/9/2014,,7/24/2019,4,1,0,5,0,1,0,0,12/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343619915,"LIL' SCHOOL, THE","LIL' SCHOOL, LLC, THE","ROWE-JOHNSON, GLORIA",(916) 962-2137,8089 MADISON AVENUE #11,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,75,LICENSED,6/16/2014,,5/30/2019,3,1,3,7,0,1,1,0,6/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343611397,LINCOLN PLAZA MONTESSORI,MONTESSORI IN THE CITY INC.,"JACOBSON, BRENDA",(916) 795-4111,"400 Q STREET, #1704",SACRAMENTO,CA,95814,SACRAMENTO,3,59,LICENSED,11/15/2005,,8/16/2019,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616445,LISBON EARLY LEARNING CENTER,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"ROBERTSON, JENNIFER",(916) 433-5060,7555 SOUTH LAND PARK DRIVE,SACRAMENTO,CA,95831,SACRAMENTO,3,30,LICENSED,8/30/2010,,2/27/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614792,LITTLE BIG TIME CHILD DEVELOPMENT CENTER,BUENA VISTA RANCHERIA OF ME-WUK INDIANS,"CASTANEDA, ALEXIS",(916) 446-1200,1412 20TH STREET,SACRAMENTO,CA,95814,SACRAMENTO,3,20,LICENSED,3/21/2008,,9/6/2018,2,1,1,4,0,0,0,0,7/6/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343604683,LITTLE BLOSSOM MONTESSORI SCHOOL,"RANATUNGA, SUBASHINI AND LAKSHMAN","P-RANATUNGA, SUBASHINI",(916) 683-1460,5700 SOUTH LAND PARK DRIVE,SACRAMENTO,CA,95822,SACRAMENTO,3,60,CLOSED,12/3/1999,7/7/2015,2/27/2015,0,0,2,2,0,0,2,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621133,LITTLE BLOSSOM MONTESSORI SCHOOL,LITTLE BLOSSOM MONTESSORI SCHOOL,"RANATUNGA, SUBASHINI",(916) 389-0093,2317 GOLD MEADOW WAY,GOLD RIVER,CA,95670,SACRAMENTO,3,104,LICENSED,12/20/2016,,12/17/2018,1,2,4,7,0,2,2,0,7/15/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614059,"LITTLE BLOSSOM MONTESSORI SCHOOL, INC.","LITTLE BLOSSOM MONTESSORI SCHOOL, INC.","CHAYA SENARATH, GALLOLUWE",(916) 515-0550,2075 ARENA BLVD,SACRAMENTO,CA,95834,SACRAMENTO,3,165,LICENSED,7/27/2006,,8/15/2019,2,5,7,14,0,2,5,2,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621492,LITTLE EAGLES PRESCHOOL & CHILDCARE,LITTLE EAGLES PRESCHOOL & CHILDCARE,"HARVEY, STACY",(916) 849-1833,7900 ELOISE AVENUE,ELVERTA,CA,95626,SACRAMENTO,3,22,LICENSED,3/24/2017,,3/1/2019,1,0,2,3,2,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621676,LITTLE FLOWERS MONTESSORI,"LITTLE FLOWERS MONTESSORI, INC","ODUNLAMI, FOLAKE",(916) 684-5510,7218 LAGUNA BLVD,ELK GROVE,CA,95758,SACRAMENTO,53,177,LICENSED,6/1/2017,,12/6/2018,1,0,1,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614111,LITTLE FOLKS UNIVERSITY,"BERNSTEIN, BONNIE & KEN","BERNSTEIN, BONNIE",(916) 985-7055,801 SIBLEY ST,FOLSOM,CA,95630,SACRAMENTO,3,72,LICENSED,9/15/2006,,2/22/2019,2,0,0,2,0,0,0,4,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340301226,LITTLE FRIENDS LEARNING CENTER,LITTLE FRIENDS LEARNING CENTER,"DENELLE MOORE, BAXTER DAWN",(916) 726-5758,7070 WOODMORE OAKS DR,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,50,LICENSED,8/22/1977,,1/7/2019,2,0,5,7,0,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343602566,LITTLE FRIENDS PRE-SCHOOL & DAY CARE,SOUTHPOINTE CHRISTIAN CENTER,JESSICA DELIS,(916) 504-3383,7520 STOCKTON BLVD,SACRAMENTO,CA,95823,SACRAMENTO,3,60,CLOSED,2/6/1997,3/4/2016,1/21/2016,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343601230,LITTLE LONDON MONTESSORI,"GODAMUNNE, SAVI & GAMMA","GODAMUNNE, SAVI",(916) 548-2051,9209 TRENHOLM DRIVE,ELK GROVE,CA,95758,SACRAMENTO,53,32,LICENSED,8/23/1995,,2/14/2019,3,0,2,5,0,9,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621813,LITTLE MAGPIES PRESCHOOL,"WILSON, HALEY","WILSON, HALEY",(916) 568-1855,2332 FAIR OAKS BLVD,SACRAMENTO,CA,95825,SACRAMENTO,3,47,LICENSED,7/31/2017,,6/25/2019,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300407,LITTLE METHODIST SCHOOL,"FAIR OAKS METHODIST CHURCH, INC.","JAS, SUE",(916) 961-0368,9849 FAIR OAKS BLVD,FAIR OAKS,CA,95628,SACRAMENTO,3,70,LICENSED,12/13/1971,,8/21/2018,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603577,LITTLE TREASURES CHILD CARE,FLORIN WORSHIP CENTER,"BRIAN, KRISTA",(916) 379-9510,8144 FLORIN ROAD,SACRAMENTO,CA,95828,SACRAMENTO,3,40,CLOSED,12/23/1998,1/12/2015,1/9/2015,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616417,LOTUS CHILD MONTESSORI,"MOHLER, TAMARA ANNE","MOHLER, TAMARA",(916) 844-0016,4305 BANNISTER ROAD,FAIR OAKS,CA,95628,SACRAMENTO,3,36,LICENSED,9/20/2010,,2/16/2018,2,0,0,2,1,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300422,LUTHERAN CHURCH OF THE GOOD SHEPHERD PRESCHOOL,LUTHERAN CHURCH OF THE GOOD SHEPHERD,"LJUNG, KRISTEN",(916) 483-0466,1615 MORSE AVENUE,SACRAMENTO,CA,95864,SACRAMENTO,3,45,CLOSED,12/3/1973,9/7/2018,10/19/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615667,MADISON ELEMENTARY SCHOOL,TWIN RIVERS UNIFIED SCHOOL,NAOMI JANSSEN,(916) 566-1900,5241 HARRISON STREET,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,48,LICENSED,3/9/2009,,8/1/2019,3,0,1,4,0,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343612182,MAEOLA BEITZEL CHILD DEVELOPMENT CENTER,CONTINUING DEVELOPMENT INC.,"BHATIA, GURPREET",(916) 682-7226,8140 CAYMUS DRIVE,SACRAMENTO,CA,95829,SACRAMENTO,3,24,LICENSED,3/7/2007,,3/27/2019,3,0,0,3,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614518,MAEOLA BEITZEL ELEMENTARY SCHOOL,ELK GROVE USD EARLY CHILDHOOD EDUCATION,"MARTINEZ, MARTIN",(916) 688-8484,8140 CAYMUS DRIVE,SACRAMENTO,CA,95829,SACRAMENTO,3,24,LICENSED,8/22/2007,,3/27/2019,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622759,"MAKERS PLACE (PS), THE","ENTROPY BEHAVIOR SERVICES, INC DBA THE MAKERS PLAC","BOSSERMAN, LESLIE",(916) 623-5325,2618 X STREET,SACRAMENTO,CA,95818,SACRAMENTO,3,15,LICENSED,11/27/2018,,11/27/2018,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343619716,MARCONI MONTESSORI SCHOOL,"DE SILVA, HIRESHA","DE SILVA, HIRESHA",(916) 550-2354,5736 NORTH AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,60,LICENSED,3/21/2014,,12/7/2018,3,0,5,8,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340306385,MARIAN ANDERSON CHILD CARE,SCUSD CHILD DEVELOPMENT,"ANDERSON, WILLIE",(916) 277-6259,2850 49TH STREET,SACRAMENTO,CA,95817,SACRAMENTO,3,72,LICENSED,4/8/1985,,5/18/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340320930,MARIPOSA HEAD START PRESCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,BERTHA HERNANDEZ,(916) 971-5212,7940 MARIPOSA AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,24,LICENSED,1/7/1994,,12/17/2018,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
