FacilityType,FacilityNumber,FacilityName,FacilityNameProper,Licensee,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityAddressProper,FacilityCity,FacilityCityProper,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,ComplaintInfo,AUTO_UNIQUE_ID_2019-09-04_weverka_ChildCareCente,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,Modified
DAY CARE CENTER,340321500,DAVID REESE ELEMENTARY,David Reese Elementary,ELK GROVE UNIFIED SCHOOL DISTRICT,"PINKERTON, ELIZABETH",(916) 422-2450,7600 LINDALE DRIVE,7600 Lindale Drive,SACRAMENTO,Sacramento,CA,95828,SACRAMENTO,3,72,LICENSED,12/20/1993,,1/12/2018,2,0,0,2,0,0,0,0,No Complaints,132,USCGeocoder,218.6076,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4929991,-121.4187585,Relaxed,
DAY CARE CENTER,340308278,DEL PASO EARLY CHILDHOOD DEVELOPMENT CENTER,Del Paso Early Childhood Development Center,TWIN RIVER UNIFIED SCHOOL DISTRICT,"THOMPSON, TABITHA",(916) 566-3485,155 MOREY AVENUE,155 Morey Avenue,SACRAMENTO,Sacramento,CA,95838,SACRAMENTO,3,159,LICENSED,4/18/1985,,5/22/2019,3,2,1,6,0,0,0,0,10/27/2017,133,USCGeocoder,140.6221,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14204.57065,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.63486311,-121.4649793,Exact,
DAY CARE CENTER,343614412,DEL PASO ELEMENTARY SCHOOL,Del Paso Elementary School,TWIN RIVER UNIFIED SCHOOL DISTRICT,"ROES, HEATHER",(916) 643-8700,590 MOREY AVENUE,590 Morey Avenue,SACRAMENTO,Sacramento,CA,95838,SACRAMENTO,3,24,LICENSED,8/31/2007,,2/1/2017,1,0,0,1,0,0,0,0,No Complaints,134,USCGeocoder,93.8378,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19641.5261,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.63555142,-121.4645337,Relaxed,
DAY CARE CENTER,343617673,DIAMANTE MONTESSORI SCHOOL,Diamante Montessori School,MAMOOR NOORIYA,"MAMOOR,NOORIYA",(916) 945-8138,1827 MARKSTON ROAD,1827 Markston Road,SACRAMENTO,Sacramento,CA,95825,SACRAMENTO,3,60,CLOSED,9/3/2013,7/24/2017,8/15/2016,1,1,0,2,0,0,0,0,12/22/2015,135,USCGeocoder,93.8202,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1732.386973,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.59909564,-121.4087176,Relaxed,
DAY CARE CENTER,343621877,DIAMANTE MONTESSORI SCHOOL,Diamante Montessori School,"DIAMANTE MONTESSORI SCHOOL, LLC","MAMOOR, NOORIYA",(916) 925-9800,1827 MARKSTON ROAD,1827 Markston Road,SACRAMENTO,Sacramento,CA,95825,SACRAMENTO,3,60,LICENSED,7/24/2017,,6/25/2019,2,0,1,3,0,0,0,0,No Complaints,136,USCGeocoder,31.0847,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1732.386973,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.59909564,-121.4087176,Relaxed,
DAY CARE CENTER,340303096,DISCOVERY LEARNING CENTER,Discovery Learning Center,DISCOVERY LEARNING CENTER. INC.,"CHARLTON, JAMISON",(916) 966-7076,4444 SAN JUAN AVENUE,4444 San Juan Avenue,FAIR OAKS,Fair Oaks,CA,95628,SACRAMENTO,3,27,LICENSED,9/5/1979,,8/9/2019,4,0,1,5,0,2,0,0,No Complaints,137,USCGeocoder,62.3521,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1608.236279,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.64623336,-121.2914502,Exact,
DAY CARE CENTER,340303488,DISCOVERY MONTESSORI,Discovery Montessori,DISCOVERY MONTESSORI,JOAN STULTS,(916) 739-1462,5613 G STREET,5613 G Street,SACRAMENTO,Sacramento,CA,95819,SACRAMENTO,3,24,LICENSED,9/5/1979,,4/3/2019,3,0,0,3,0,0,0,0,No Complaints,138,USCGeocoder,218.7502,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5685785,-121.4329126,Relaxed,
DAY CARE CENTER,343605038,DISCOVERY TREE SCHOOL,Discovery Tree School,"DISCOVERY TREE PRESCHOOL, INC.","INGLE, KIM",(916) 319-3543,"1020 N STREET, #180","1020 N Street, #180",SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,27,CLOSED,11/30/1999,5/29/2015,5/26/2015,0,1,0,1,0,0,0,0,6/18/2015,139,USCGeocoder,187.5607,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3711226.046,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.5754626,-121.4951676,Relaxed;Soundex,1
DAY CARE CENTER,343614562,DISCOVERY TREE SCHOOL-CAPITOL SQ. CHILDREN'S CTR,Discovery Tree School-Capitol Sq. Children'S Ctr,DISCOVERY TREE SCHOOLS,"AGUILAR, ANNA",(916) 441-5661,450 N. STREET,450 N. Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,36,CLOSED,8/3/2007,10/18/2015,7/15/2015,1,2,0,3,0,0,0,0,7/17/2015,140,USCGeocoder,265.346,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5772584,-121.5029185,Relaxed,
DAY CARE CENTER,343608991,DISCOVERY TREE SCHOOL-MCCLATCHY CAMPUS,Discovery Tree School-Mcclatchy Campus,"DISCOVERY TREE SCHOOLS, INC.","SIMMONS, KOCHELLE",(916) 444-9404,1625 22ND STREET,1625 22Nd Street,SACRAMENTO,Sacramento,CA,95816,SACRAMENTO,3,36,LICENSED,5/1/2003,,7/18/2019,3,0,0,3,0,2,0,0,No Complaints,141,USCGeocoder,406.3777,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5684346,-121.4801991,Relaxed,
DAY CARE CENTER,340311532,DISCOVERY TREE SCHOOL-TAD LANE,Discovery Tree School-Tad Lane,"DISCOVERY TREE SCHOOLS, INC.",MEGHAN MARA,(916) 726-0661,7545 TAD LANE,7545 Tad Lane,CITRUS HEIGHTS,Citrus Heights,CA,95610,SACRAMENTO,3,44,LICENSED,10/7/1988,,12/4/2018,3,2,2,7,3,0,0,0,9/11/2015,142,USCGeocoder,78.1174,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3172.694244,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.70361394,-121.2738408,Relaxed,
DAY CARE CENTER,343606781,DISCOVERY TREE SCHOOL - I STREET,Discovery Tree School - I Street,"DISCOVERY TREE SCHOOLS, INC.","FOSTER, REBECCA",(916) 448-1661,1001 I STREET,1001 I Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,40,CLOSED,7/25/2001,12/31/2018,12/21/2017,2,0,1,3,0,0,1,0,No Complaints,143,USCGeocoder,218.7157,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5817685,-121.4920817,Relaxed,
DAY CARE CENTER,343607120,DISCOVERY TREE SCHOOL - P STREET,Discovery Tree School - P Street,"DISCOVERY TREE SCHOOLS, INC.","INGLE, KIM",(916) 554-0310,1025 P STREET,1025 P Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,36,LICENSED,12/10/2001,,10/19/2018,3,0,0,3,0,1,0,0,No Complaints,144,USCGeocoder,218.2673,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5738198,-121.4955296,Relaxed,
DAY CARE CENTER,343610306,"DORIS ALEXIS EARLY LEARNING CENTER, THE","Doris Alexis Early Learning Center, The","DORIS ALEXIS EARLY LEARNING CENTER, THE",ARCY CURRIE,(916) 736-1872,2415 FIRST AVE,2415 First Ave,SACRAMENTO,Sacramento,CA,95818,SACRAMENTO,3,54,LICENSED,8/2/2004,,11/20/2018,2,10,7,19,0,1,2,2,5/11/2018,145,USCGeocoder,297.106,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5567112,-121.4808327,Relaxed;Soundex,
DAY CARE CENTER,340306210,DOT TOT CENTER,Dot Tot Center,"DOT TOT CENTER, INC.",GINA QUERAL,(916) 442-5421,1630 12TH STREET,1630 12Th Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,36,LICENSED,12/28/1983,,7/31/2018,2,4,3,9,0,0,1,0,8/21/2018,146,USCGeocoder,359.1308,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.55029586,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5442394,-121.4985798,Relaxed,
DAY CARE CENTER,340317540,DYER KELLY HEAD START,Dyer Kelly Head Start,SAN JUAN UNIFIED SCHOOL DISTRICT,"KYPKE, DEBORAH",(916) 566-2151,2236 EDISON AVENUE,2236 Edison Avenue,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,24,LICENSED,5/4/1992,,8/9/2019,3,0,1,4,0,0,0,0,No Complaints,147,USCGeocoder,78.099,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,36779.65889,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.62184659,-121.4115459,Relaxed,
DAY CARE CENTER,340317946,EARL WARREN PRESCHOOL,Earl Warren Preschool,SCUSD CHILD DEVELOPMENT,"HO, CHELSEA",(916) 382-5934,5420 LOWELL STREET,5420 Lowell Street,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,48,LICENSED,6/16/1992,,10/30/2017,2,0,0,2,0,0,0,0,No Complaints,148,USCGeocoder,249.9994,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5260886,-121.4180389,Relaxed,
DAY CARE CENTER,343620025,EARLY BEGINNINGS LEARNING CENTER,Early Beginnings Learning Center,"EARLY BEGINNINGS LEARNING CENTER, LLC","JARAMILLO, PATRICIA",(916) 689-3444,8940 BROWN ROAD,8940 Brown Road,ELK GROVE,Elk Grove,CA,95624,SACRAMENTO,53,48,LICENSED,8/12/2014,,10/26/2018,3,2,1,6,1,2,1,0,3/17/2016,149,USCGeocoder,250.0017,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4487067,-121.3706796,Exact,
DAY CARE CENTER,343608074,EARLY CHILDHOOD ED. CTR OF SAC. COUNTRY DAY SCHOOL,Early Childhood Ed. Ctr Of Sac. Country Day School,SACRAMENTO COUNTRY DAY SCHOOL,"MAPA, MARIA",(916) 481-8811,2636 LATHAM DR.,2636 Latham Dr.,SACRAMENTO,Sacramento,CA,95864,SACRAMENTO,3,24,LICENSED,8/27/2002,,8/28/2019,3,0,0,3,0,0,0,0,No Complaints,150,USCGeocoder,109.3501,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,44318.24568,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.56922098,-121.4002225,Exact,
DAY CARE CENTER,343617322,"EARLY CHILDHOOD LEARNING CENTER OF NATOMAS, LLC","Early Childhood Learning Center Of Natomas, Llc","EARLY CHILDHOOD LEARNING CENTER OF NATOMAS, LLC",EARLY CHILDHOOD LEARNING,(916) 574-9591,"1996 DEL PASO ROAD, SUITE 178","1996 Del Paso Road, Suite 178",SACRAMENTO,Sacramento,CA,95834,SACRAMENTO,3,30,CLOSED,2/25/2013,8/27/2015,2/13/2013,0,0,0,0,0,0,0,0,No Complaints,151,USCGeocoder,31.2501,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7323.880878,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.65593692,-121.5067398,Exact,
DAY CARE CENTER,343619703,EDISON CHILDCARE CENTER,Edison Childcare Center,"EDISON CHILDCARE CENTER, LLC.",BEVERLEE WATSON,(916) 222-6888,2635 EDISON AVENUE,2635 Edison Avenue,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,57,CLOSED,8/4/2014,9/27/2016,5/11/2016,0,8,6,14,0,0,1,2,7/5/2016,152,USCGeocoder,31.3418,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,962.3715531,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.62813748,-121.3993269,Relaxed,
DAY CARE CENTER,340300459,EDU-CARE CENTERS,Edu-Care Centers,MOULTON LEE A & ELEANOR A,"MOULTON, ELEANOR",(916) 489-1087,3541 SAN LUCAS WAY,3541 San Lucas Way,SACRAMENTO,Sacramento,CA,95864,SACRAMENTO,3,148,LICENSED,12/20/1994,,6/19/2018,3,6,1,10,0,0,1,0,8/20/2018,153,USCGeocoder,109.4923,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4235.567009,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.57539127,-121.3810829,Relaxed,
DAY CARE CENTER,340317944,EDWARD KEMBLE PRESCHOOL,Edward Kemble Preschool,SCUSD CHILD DEVELOPMENT,"VINCENT, ROSELINE",(916) 399-5028,"7495 29TH STREET, ROOM 25","7495 29Th Street, Room 25",SACRAMENTO,Sacramento,CA,95822,SACRAMENTO,3,48,LICENSED,6/16/1992,,6/11/2019,3,0,0,3,0,0,0,0,No Complaints,154,USCGeocoder,359.3973,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4868758,-121.4729495,Relaxed,
DAY CARE CENTER,340300201,EL RANCHO NURSERY SCHOOL,El Rancho Nursery School,"EL RANCHO SCHOOL, INC","RITCHIE, ANNE",(916) 482-8656,5636 EL CAMINO AVE,5636 El Camino Ave,CARMICHAEL,Carmichael,CA,95608,SACRAMENTO,3,62,LICENSED,3/28/1972,,8/26/2019,3,2,2,7,0,0,0,0,11/4/2015,155,USCGeocoder,78.1661,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2597.403371,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.60950767,-121.3328222,Relaxed,
DAY CARE CENTER,340306416,ELDER CREEK CHILDREN'S CENTER,Elder Creek Children'S Center,SCUSD CHILD DEVELOPMENT,"DORROUGH, FRANCHINE",(916) 454-8194,7800 LEMON HILL AVE,7800 Lemon Hill Ave,SACRAMENTO,Sacramento,CA,95824,SACRAMENTO,3,101,LICENSED,9/17/1998,,1/9/2019,2,1,3,6,0,0,1,0,4/27/2017,156,USCGeocoder,218.8572,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5157149,-121.4117736,Relaxed,
DAY CARE CENTER,343619934,ELK GROVE MONTESSORI SCHOOL (PS),Elk Grove Montessori School (Ps),SBN LADYBUG CORPORATION,"NELSON, SARA",(916) 685-6540,8842 WILLIAMSON DRIVE,8842 Williamson Drive,ELK GROVE,Elk Grove,CA,95624,SACRAMENTO,53,107,LICENSED,7/11/2014,,7/22/2019,3,2,0,5,0,4,0,0,4/5/2019,157,USCGeocoder,218.5926,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4114497,-121.3766818,Exact,
DAY CARE CENTER,343617318,ELLIOTT RANCH CHILD DEVELOPMENT CENTER,Elliott Ranch Child Development Center,CONTINUING DEVELOPMENT INC.,"ESTILLO, SHARIE-ANN",(916) 714-2313,10000 E. TARON DRIVE,10000 E. Taron Drive,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,24,LICENSED,11/14/2012,,8/15/2018,3,0,0,3,0,0,0,0,No Complaints,158,USCGeocoder,281.4004,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.46745562,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.3967116,-121.4736995,Relaxed,
DAY CARE CENTER,343602289,ENCINA HEAD START STATE PRESCHOOL,Encina Head Start State Preschool,SAN JUAN UNIFIED SCHOOL DISTRICT,"WILLIAMS, LAURA",(916) 971-7375,1400 BELL ST,1400 Bell St,SACRAMENTO,Sacramento,CA,95825,SACRAMENTO,3,48,LICENSED,9/30/1996,,8/9/2019,4,0,1,5,0,0,0,0,No Complaints,159,USCGeocoder,140.6532,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39368.76571,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.59155293,-121.4094875,Relaxed,
DAY CARE CENTER,340316146,ETHEL I. BAKER PRESCHOOL,Ethel I. Baker Preschool,SCUSD CHILD DEVELOPMENT,"SCHLECHT, RAMONA",(916) 399-5448,"5717 LAURINE WAY, ROOM 29","5717 Laurine Way, Room 29",SACRAMENTO,Sacramento,CA,95824,SACRAMENTO,3,24,LICENSED,6/30/1992,,10/10/2017,2,0,0,2,0,0,0,0,No Complaints,160,USCGeocoder,109.3564,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5744.411671,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.52202923,-121.4532298,Relaxed,
DAY CARE CENTER,340317948,ETHEL PHILLIPS PRESCHOOL,Ethel Phillips Preschool,SCUSD CHILD DEVELOPMENT,PALMER/POWELL,(916) 277-6780,2930 21ST AVENUE,2930 21St Avenue,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,50,LICENSED,6/16/1992,,11/29/2017,2,0,0,2,0,0,0,0,No Complaints,161,USCGeocoder,359.3371,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.53316,-121.4778852,Relaxed,
DAY CARE CENTER,340311031,FAIR OAKS PARENT PARTICIPATION PRESCHOOL,Fair Oaks Parent Participation Preschool,SAN JUAN UNIFIED SCHOOL DISTRICT,"PEARCE, MARILYN",(916) 967-9159,8090 GRAND AVENUE,8090 Grand Avenue,FAIR OAKS,Fair Oaks,CA,95628,SACRAMENTO,3,25,CLOSED,4/28/1988,9/16/2014,5/25/2012,0,0,0,0,0,0,0,0,No Complaints,162,USCGeocoder,171.8753,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2117.822169,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.64093156,-121.2644471,Exact,
DAY CARE CENTER,343614411,FAIRBANKS TWILIGHT PRESCHOOL,Fairbanks Twilight Preschool,TWIN RIVER UNIFIED SCHOOL DISTRICT,"MINOR, EDWINA",(916) 643-8640,227 FAIRBANKS AVENUE,227 Fairbanks Avenue,SACRAMENTO,Sacramento,CA,95838,SACRAMENTO,3,24,LICENSED,8/31/2007,,2/27/2019,2,0,0,2,0,0,0,0,No Complaints,163,USCGeocoder,78.1262,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5727.286594,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.62606924,-121.4617962,Exact,
DAY CARE CENTER,343620522,FAIROAKS CHILD CARE & LEARNING CENTER,Fairoaks Child Care & Learning Center,"SS CREATIONS, LLC","THOMPSON, IONA",(916) 965-3190,4858 SAN JUAN AVENUE,4858 San Juan Avenue,FAIR OAKS,Fair Oaks,CA,95628,SACRAMENTO,3,106,CLOSED,7/29/2015,8/1/2017,6/16/2017,1,2,4,7,1,4,1,8,5/10/2017,164,USCGeocoder,46.8577,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2336.636584,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.65230931,-121.2919668,Exact,
DAY CARE CENTER,343602532,FAIRSITE PRESCHOOL,Fairsite Preschool,GALT JOINT UNION SCHOOL DISTRICT,"VALDOVINOS, VERONICA",(209) 745-2506,902 CAROLINE AVENUE,902 Caroline Avenue,GALT,Galt,CA,95632,SACRAMENTO,53,144,LICENSED,12/2/1996,,11/29/2017,2,0,2,4,1,3,0,1,No Complaints,165,USCGeocoder,78.1227,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,35953.93002,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.25015813,-121.2994764,Relaxed,
DAY CARE CENTER,343614141,FAITH LUTHERAN PRESCHOOL,Faith Lutheran Preschool,FAITH LUTHERAN CHURCH,"MANGES, LISA",(916) 961-5237,4000 SAN JUAN AVE,4000 San Juan Ave,FAIR OAKS,Fair Oaks,CA,95628,SACRAMENTO,3,45,LICENSED,5/15/2007,,5/20/2019,4,0,1,5,0,4,0,0,No Complaints,166,USCGeocoder,47.1579,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15328.83672,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.63705619,-121.2909,Exact,
DAY CARE CENTER,343610864,FAMILY MATTERS EARLY LEARNING CENTER/ PRESCHOOL,Family Matters Early Learning Center/ Preschool,"NELSON, GINA","NELSON, GINA",(916) 457-4067,5452 14TH AVE,5452 14Th Ave,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,42,LICENSED,6/28/2005,,8/28/2019,3,1,1,5,0,6,1,0,2/11/2019,167,USCGeocoder,234.6302,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3695.257299,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.53935713,-121.4419486,Exact,
DAY CARE CENTER,340321340,FATHER KEITH B. KENNY PRESCHOOL,Father Keith B. Kenny Preschool,SCUSD CHILD DEVELOPMENT,DENISE RICHARDSON,(916) 277-6512,3525 MARTIN LUTHER KING BL. #3,3525 Martin Luther King Bl. #3,SACRAMENTO,Sacramento,CA,95817,SACRAMENTO,3,30,LICENSED,11/16/1993,,10/16/2017,2,0,1,3,0,0,0,0,No Complaints,168,USCGeocoder,218.7478,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5427475,-121.4626932,Relaxed,
DAY CARE CENTER,343617537,FIRST 5 SCHOOL READINESS WALNUT GROVE PS,First 5 School Readiness Walnut Grove Ps,RIVER DELTA UNIFIED SCHOOL DISTRICT,"CLINE, SUZANNE",(916) 776-2077,14181 GROVE STREET,14181 Grove Street,WALNUT GROVE,Walnut Grove,CA,95690,SACRAMENTO,3,23,CLOSED,8/14/2013,7/22/2016,3/24/2015,1,0,0,1,0,1,0,0,No Complaints,169,USCGeocoder,78.1647,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2472.505354,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.24294565,-121.5109847,Exact,
